Material_ID|Material_Name|Type|Unit_Price|Stock_Initial|Supplier_ID|Total_Stock_Value|Arrival Date|Carbon_Footprint_per_Unit_kgCO2e|Transport_Distance_km|Recycled_Packaging|Water_Consumption_per_Unit_liters
M035|Levure sèche|Ingrédient|438.22|758|SUPPLIER_69|332170.76|10/20/2023|758|250|Non|2274
M029|Arômes naturels|Ingrédient|76.24|156|SUPPLIER_31|11893.44|10/13/2023|156|300|Non|468
M322|Sucre blanc|Produit laitier|134.01|563|SUPPLIER_13|75447.63|10/6/2023|1126|200|Non|5630
M189|Sucre blanc|Produit laitier|496.07|425|SUPPLIER_73|210829.75|10/16/2023|850|120|Non|4250
M1m||Produitb|373q|65e|SUPPLIER_50||9/7/2023|131w|150||659w
M019|Gomme de guar|Produits|493.73|||236002.94||956|10n|Oui|
M383|Ferments lactiques|Produit laitier|224.6|424|SUPPLIER_32|95230.4|9/24/2023|848|200|Non|4240
M293|Extrait de vanille|Produit laitier|406.71|587|SUPPLIER_12|238738.77|10/13/2023|1174|300|Oui|5870
M3v||Ingrév||88r|SUPPLIER_36||||30q||264f
M129|Levure sèche|Ingrédient|152.36|208|SUPPLIER_3|31690.88|9/18/2023|208|150|Non|624
M399||||586|SUPPLIER_37|54609.34||586|18g||
M278|Chocolat en poudre|Ingrédient|280.08|562|SUPPLIER_9|157404.96|9/27/2023|562|400|Non|1686
M032|Levure sèche|Ingrédient|168.35|236|SUPPLIER_1|39730.6|10/9/2023|236|120|Non|708
|Concentrév|Ingrédient|18a|17a||||17h||Non|525
M006|Levure sèche|Produit laitier|51.02|135|SUPPLIER_55|6887.7|9/8/2023|270|120|Oui|1350
M395|Levure sèche|Ingrédient|494.52|889|SUPPLIER_64|439628.28|10/6/2023|889|200|Non|2667
M005|Poudre de lait écrémé|Produit laitier|73.37|616|SUPPLIER_26|45195.92|10/17/2023|1232|400|Oui|6160
||||72r||5173a||1454|18g|Oui|
M026|Sirop de glucose|Produit laitier|102.03|502|SUPPLIER_28|51219.06|9/17/2023|1004|100|Non|5020
M244|Arômes naturels|Ingrédient|367.81|902|SUPPLIER_5|331764.62|10/28/2023|902|300|Oui|2706
|Sucre blanc||195y|656||128274.24||||Os|
M213|||||SUPPLIER_1|||224|400||
M218|Chocolat en poudre|Produit laitier|232.71|706|SUPPLIER_40|164293.26|9/21/2023|1412|100|Non|7060
M154|Eau déminéralisée|Produit laitier|183.22|338|SUPPLIER_65|61928.36|9/17/2023|676|400|Non|3380
M245|Gomme de guar|Ingrédient|234.59|383|SUPPLIER_37|89847.97|9/14/2023|383|300|Non|1149
M484|Eau déminéralisée|Produit laitier|216.05|900|SUPPLIER_75|194445|10/5/2023|1800|180|Oui|9000
M442|Amidon modifié|Produit laitier|201.71|753|SUPPLIER_82|151887.63|9/10/2023|1506|400|Non|7530
M420|Amidon modifié|Produit laitier|211.36|751|SUPPLIER_78|158731.36|10/30/2023|1502|180|Non|7510
M0p|||145n||SUPPLIER_5|9719a|10/20/2023||180||
|Extrait dd|Produit laitier|||||10/14/2023||20p|Ou|1810
M456|||307k||SUPPLIER_83|||127e|50d||6380
M0h|Levureq||338.89||SUPPLIER_25||9/25/2023|680|400||340s
M3u||Ingréo||||98689.5||||Non|
M265|Sel iodé|Produit laitier|456.2|556|SUPPLIER_17|253647.2|9/13/2023|1112|180|Non|5560
M151|Extrait de vanille|Produit laitier|286.68|271|SUPPLIER_49|77690.28|9/17/2023|542|300|Oui|2710
M1g|||115j|958|SUPPLIER_15|110821.44|||||
|||119.64|||||||Ni|2700
M278|Levure sèche|Ingrédient|415.05|580|SUPPLIER_25|240729|9/30/2023|580|500|Non|1740
M358|Sirop de glucose|Ingrédient|457.14|925|SUPPLIER_66|422854.5|9/28/2023|925|500|Non|2775
||||||111895.92|||300||
M224|Levure sèche|Produit laitier|79.72|441|SUPPLIER_54|35156.52|9/23/2023|882|180|Oui|4410
M249|Fromage râpé|Produit laitier|193.89|707|SUPPLIER_69|137080.23|10/15/2023|1414|150|Non|7070
M249|Ferments lactiques|Ingrédient|364.64|228|SUPPLIER_43|83137.92|9/19/2023|228|150|Non|684
M120|Colorant alimentaire|Produit laitier|201.09|554|SUPPLIER_45|111403.86|10/10/2023|1108|400|Non|5540
M1c|Concentré de fraise|Ingrédient|408.82|65b||||65r|12d||195x
M373|Levure sèche|Ingrédient|90.43|330|SUPPLIER_46|29841.9|9/6/2023|330|200|Non|990
|Arômes naturels||240.55|||176082.6||732|18s||
M050|Sel iodé|Produit laitier|322.91|676|SUPPLIER_77|218287.16|9/10/2023|1352|300|Oui|6760
M043|Sucre blanc|Ingrédient|389.68|715|SUPPLIER_77|278621.2|9/30/2023|715|300|Non|2145
M259|Stabilisants|Produitw|237.2|438||103893.6|||12m||438f
M375|Ferments lactiques|Produit laitier|120.62|972|SUPPLIER_21|117242.64|9/14/2023|1944|50|Oui|9720
||Produit laitier||67r|SUPPLIER_8||2023-o||50c|Oui|6740
M401|Poudre de lait écrémé|Ingrédient|57.16|242|SUPPLIER_70|13832.72|9/30/2023|242|500|Oui|726
M236|Colorant alimentaire|Ingrédient|342.01|388|SUPPLIER_80|132699.88|9/20/2023|388|250|Oui|1164
M263|Levure sèche|Ingrédient|368.19|258|SUPPLIER_79|94993.02|9/30/2023|258|300|Non|774
|Concentré de fraise|||39z||173350.05|9/9/2023||||
M2s|Sucree|Produit laitier|232.08||||9/5/2023||250|Od|
M495|Beurre de cacao|Produit laitier|146.44|732|SUPPLIER_30|107194.08|10/23/2023|1464|150|Non|7320
M365|Beurre de cacao|Produit laitier|95.49|808|SUPPLIER_25|77155.92|10/1/2023|1616|250|Non|8080
M360|Ferments lactiques|Produit laitier|395.44|149|SUPPLIER_34|58920.56|10/27/2023|298|500|Non|1490
M3w|||366p|70t||2586q|10/27/2023|||Oc|
M028|Ferments lactiques|Produit laitier|432.15|527|SUPPLIER_67|227743.05|9/17/2023|1054|100|Non|5270
M158|Colorant alimentaire|Ingrédient|246.15|529|SUPPLIER_7|130213.35|10/15/2023|529|500|Oui|1587
M185|Eau déminéralisée|Produit laitier|126.04|514|SUPPLIER_71|64784.56|10/13/2023|1028|50|Oui|5140
M275|Levurey|||||9908e|9/5/2023||12m||
M140|Sucre blanc|Produit laitier|133.49|760|SUPPLIER_26|101452.4|10/6/2023|1520|200|Oui|7600
M459|Beurre de cacao|Produit laitier|361.6|523|SUPPLIER_72|189116.8|10/16/2023|1046|400|Oui|5230
M068|Fromage râpé|Produit laitier|196.45|748|SUPPLIER_73|146944.6|9/9/2023|1496|200|Oui|7480
|Stabilisants|Produitg|||SUPPLIER_75||||||
||Produit laitier|424q|||2638f|9/6/2023|1244|25g||622r
M297|Eau déminéralisée|Produit laitier|63.14|510|SUPPLIER_14|32201.4|10/6/2023|1020|50|Non|5100
|Sel iodé|Produitg|||||9/19/2023|||Ox|4820
M269|Sel iodé|Produit laitier|366.39|145|SUPPLIER_26|53126.55|10/31/2023|290|200|Non|1450
M267|Stabilisants|Ingrédient|250.32|617|SUPPLIER_6|154447.44|10/7/2023|617|500|Non|1851
M487|Stabilisants|Produit laitier|377.63|403|SUPPLIER_12|152184.89|10/27/2023|806|500|Non|4030
|Sucref|Produitd|461s|748|SUPPLIER_75||2023-t|||Oui|
M192|Crème pasteurisée|Ingrédient|308.06|811|SUPPLIER_76|249836.66|9/7/2023|811|250|Non|2433
M073|Stabilisants|Produit laitier|282.12|384|SUPPLIER_78|108334.08|10/25/2023|768|500|Non|3840
M4m|Crème pasteurisée|||||58537.53|2023-j||50||207j
M140|Concentré de fraise|Ingrédient|163.69|897|SUPPLIER_26|146829.93|10/20/2023|897|500|Oui|2691
M167|Fromage râpé|Produit laitier|52.91|779|SUPPLIER_45|41216.89|9/17/2023|1558|180|Non|7790
M317|Gomme de guar|Ingrédient|437.89|589|SUPPLIER_35|257917.21|10/31/2023|589|200|Non|1767
M473|Lait frais entier|Produit laitier|85.92|848|SUPPLIER_63|72860.16|9/17/2023|1696|150|Non|8480
M094|Lait frais entier|Ingrédient|270.33|958|SUPPLIER_8|258976.14|10/15/2023|958|120|Oui|2874
M377|Colorant alimentaire|Ingrédient|270.31|924|SUPPLIER_29|249766.44|9/19/2023|924|200|Oui|2772
M132|Lait frais entier|Produit laitier|53.76|327|SUPPLIER_14|17579.52|9/5/2023|654|150|Non|3270
M287|Arômes naturels|Produit laitier|355.07|518|SUPPLIER_66|183926.26|9/16/2023|1036|50|Non|5180
|Stabile||431r||SUPPLIER_43||9/20/2023|1392|25j|Oui|6960
||Produitb|378s|311||1178m|||50|Np|3110
M134|Stabilisants|Produit laitier|311.64|906|SUPPLIER_20|282345.84|10/30/2023|1812|50|Oui|9060
M150|Fruits mélangés|Ingrédient|407.21|159|SUPPLIER_52|64746.39|10/2/2023|159|180|Non|477
M444|Poudre de lait écrémé||481g||SUPPLIER_8|2336m|2023-v|970||Nt|4850
M411|Extrait de vanille|Produit laitier|495.39|150|SUPPLIER_76|74308.5|9/27/2023|300|300|Non|1500
M208|Chocolat en poudre|Ingrédient|323.83|924|SUPPLIER_53|299218.92|9/22/2023|924|50|Non|2772
|Beurre de cacao||160.37|||7986e|9/27/2023||||
M062|Concentré de fraise|Produit laitier|463.81|371|SUPPLIER_64|172073.51|10/21/2023|742|100|Non|3710
M043|Sirop de glucose|Ingrédient|416.96|371|SUPPLIER_73|154692.16|10/2/2023|371|50|Oui|1113
M476|Levure sèche|Produit laitier|422.06|436|SUPPLIER_79|184018.16|9/24/2023|872|250|Non|4360
M335|Colorant alimentaire|Ingrédient|138.41|966|SUPPLIER_83|133704.06|10/25/2023|966|100|Non|2898
||Produit laitier|326s|||2663m||||Non|
|Gomme s||359u||SUPPLIER_20|||157b|150||
M017|Lait frais entier|Produit laitier|76.42|533|SUPPLIER_12|40731.86|10/8/2023|1066|250|Non|5330
M097|Beurre de cacao|Produit laitier|496.75|823|SUPPLIER_71|408825.25|9/16/2023|1646|300|Oui|8230
M476|Extrait de vanille|Produit laitier|170.32|299|SUPPLIER_73|50925.68|10/7/2023|598|50|Oui|2990
M458|Sirop de glucose|Produit laitier|379.13|830|SUPPLIER_27|314677.9|10/3/2023|1660|150|Non|8300
M390|Colorant alimentaire|Ingrédient|303.67|861|SUPPLIER_26|261459.87|10/25/2023|861|100|Oui|2583
M070|Gomme de guar|Produit laitier|236.22|587|SUPPLIER_62|138661.14|9/18/2023|1174|400|Non|5870
|Arômes naturels||307.9||SUPPLIER_70||2023-b|1584|20g|Om|
M157|Gomme de guar|Produit laitier|384.93|901|SUPPLIER_20|346821.93|9/16/2023|1802|50|Oui|9010
M213|Ferments lactiques|Ingrédient|497.74|572|SUPPLIER_40|284707.28|10/13/2023|572|180|Non|1716
M3j|||101.23||SUPPLIER_64||2023-j|254||Non|
M196|Sel iodé|Ingrédient|352.41|792|SUPPLIER_53|279108.72|10/6/2023|792|300|Oui|2376
M219|Ferments lactiques|Produit laitier|498.96|716|SUPPLIER_6|357255.36|9/18/2023|1432|50|Non|7160
|||311m|67l|SUPPLIER_58|2098l|||400|Non|201c
M103|Sucre blanc|Produit laitier|251.46|930|SUPPLIER_53|233857.8|10/2/2023|1860|150|Non|9300
|Sel iodé||346i||||2023-c|182d||Ov|9100
M396|Amidon modifié|Ingrédient|183.53|181|SUPPLIER_73|33218.93|10/30/2023|181|250|Non|543
M173|Gomme de guar|Ingrédient|176.73|121|SUPPLIER_57|21384.33|10/22/2023|121|100|Non|363
M056|Stabilisants|Ingrédient|385.9|759|SUPPLIER_52|292898.1|10/26/2023|759|50|Non|2277
||||||||1716|50o|Op|8580
M013|Poudre de lait écrémé|Ingrédient|417.14|340|SUPPLIER_12|141827.6|9/2/2023|340|250|Non|1020
|Stabilisants|Ingrédient||||9798o|2023-s||15e|Non|
M167||Ingrép|201j|42b|||10/13/2023|42c|200|Non|
M058||Produits|||SUPPLIER_67||10/30/2023|||Oui|
M3r|Levurer|Ingrédient|278j|48x|SUPPLIER_83|1360o|10/17/2023|||Nt|146x
M226|Sirop de glucose|Ingrédient|181.57|729|SUPPLIER_37|132364.53|9/25/2023|729|250|Non|2187
M047|Stabilisants|Produit laitier|138.25|198|SUPPLIER_3|27373.5|9/9/2023|396|300|Oui|1980
M261|Beurre de cacao|Ingrédient|360.52|537|SUPPLIER_38|193599.24|10/10/2023|537|250|Oui|1611
M159|Stabilisants|||526||5042x|||||157i
M027|Colorant alimentaire|Produit laitier|193.84|235|SUPPLIER_19|45552.4|9/3/2023|470|250|Oui|2350
M375|Sucre blanc|Ingrédient|446.09|671|SUPPLIER_48|299326.39|9/3/2023|671|200|Non|2013
M244|Colorant alimentaire|Ingrédient|487.78|247|SUPPLIER_20|120481.66|10/16/2023|247|120|Non|741
M152|Ferments lactiques|Ingrédient|114.04|557|SUPPLIER_62|63520.28|10/21/2023|557|200|Non|1671
M002|Concentré de fraise|Produit laitier|126.96|413|SUPPLIER_83|52434.48|9/11/2023|826|300|Oui|4130
M468|Sel iodé|Produit laitier|318.9|530|SUPPLIER_8|169017|10/27/2023|1060|500|Oui|5300
M054|Lait frais entier|Produit laitier|297.23|249|SUPPLIER_38|74010.27|9/8/2023|498|300|Non|2490
M006|Poudre de lait écrémé|Ingrédient|296.67|237|SUPPLIER_53|70310.79|10/2/2023|237|300|Oui|711
M227|Extrait de vanille|Ingrédient|478.23|849|SUPPLIER_78|406017.27|9/28/2023|849|100|Non|2547
M449|Gomme de guar|Ingrédient|223.1|297|SUPPLIER_28|66260.7|9/17/2023|297|200|Oui|891
M164|Sel iodé|Produit laitier|386.25|980|SUPPLIER_20|378525|10/9/2023|1960|300|Oui|9800
||||||||183|50a|Oui|54y
M252|Arômes naturels||496.79|92s|SUPPLIER_55||9/15/2023|1852|180||9260
M295|Stabilisants|Produit laitier|363.74|210|SUPPLIER_27|76385.4|10/10/2023|420|150|Non|2100
|Chocolat en poudre||288.11||SUPPLIER_47|104007.71|10/1/2023|72f||Oui|361s
M303|Ferments lactiques|Produit laitier|237.23|868|SUPPLIER_50|205915.64|10/29/2023|1736|100|Oui|8680
M137|Colorant alimentaire|Produit laitier|325.05|268|SUPPLIER_41|87113.4|9/13/2023|536|500|Oui|2680
M285|Poudre de lait écrémé|Produit laitier|360.87|925|SUPPLIER_83|333804.75|9/6/2023|1850|250|Non|9250
M421||Produit laitier|16v|81r||1336z||1634|18k|Os|8170
M295|Amidon modifié|Produit laitier|415.79|373|SUPPLIER_45|155089.67|9/14/2023|746|180|Non|3730
M239|Chocolat en poudre|Ingrédient|66.2|592|SUPPLIER_37|39190.4|10/29/2023|592|180|Non|1776
M025|Crème pasteurisée|Produit laitier|308.19|124|SUPPLIER_57|38215.56|9/6/2023|248|120|Non|1240
||Produitf|||||||300|Oui|2830
M269|Chocolat en poudre|Produit laitier|450.14|950|SUPPLIER_77|427633|9/28/2023|1900|100|Non|9500
M231|Sucre blanc|Produit laitier|411.67|736|SUPPLIER_16|302989.12|10/15/2023|1472|150|Oui|7360
M347|Lait frais entier|Ingrédient|156.9|423|SUPPLIER_80|66368.7|10/16/2023|423|50|Oui|1269
M210|Poudre de lait écrémé|Ingrédient|289.92|884|SUPPLIER_76|256289.28|9/7/2023|884|400|Non|2652
M206|Fruits mélangés|Produit laitier|295.55|275|SUPPLIER_69|81276.25|10/5/2023|550|300|Non|2750
M051|Sucre blanc|Produit laitier|57.1|852|SUPPLIER_12|48649.2|9/3/2023|1704|500|Oui|8520
